anime_id,name,genre,type,rating,members
1435,Lupin III: Lupin vs. Fukusei-ningen,"Action, Adventure, Comedy, Mystery, Shounen",Manga,7.09,4969
3847,Sekai Meisaku Douwa: Hakuchou no Ouji,Fantasy,Manga,7.09,809
10821,Suite Precure♪ Manga: Torimodose! Kokoro ga Tsunaku Kiseki no Melody♪,"Fantasy, Kids, Magic, Shoujo",Manga,7.09,2874
28257,Youkai Watch Manga 2: Enma Daiou to Itsutsu no Monogatari da Nyan!,"Comedy, Kids, Supernatural",Manga,7.1,560
3829,Anne no Nikki,"Drama, Historical",Manga,7.08,3159
1049,Cello Hiki no Gauche (1982),"Drama, Fantasy, Kids, Music",Manga,7.08,6524
4876,Hashire Melos!,"Action, Adventure, Historical",Manga,7.08,1932
21027,Saibi,"Drama, Psychological, Thriller",Manga,7.08,1747
3751,Sekai Meisaku Douwa: Mori wa Ikiteiru,"Fantasy, Kids",Manga,7.08,926
2491,Touch: Sebangou no Nai Ace,"Drama, Romance, Sports",Manga,7.08,1109
1925,Urusei Yatsura Manga 6: Itsudatte My Darling,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Manga,7.08,2553
8358,Crayon Shin-chan Manga 01: Action Kamen vs. Haigure Maou,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Manga,7.07,1999
8360,Crayon Shin-chan Manga 06: Dengeki! Buta no Hizume Daisakusen,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Manga,7.07,1346
1260,Saint Seiya: Saishuu Seisen no Senshi-tachi,"Adventure, Sci-Fi, Shounen",Manga,7.07,8217
1208,Tatsu no Ko Tarou,"Adventure, Demons, Fantasy, Historical",Manga,7.07,1850
32534,Monkey King: Hero Is Back,"Adventure, Fantasy, Historical, Martial Arts, Supernatural",Manga,7.08,499
12223,Scryed Alteration II: Quan,"Action, Adventure, Sci-Fi, Shounen, Super Power",Manga,7.06,2438
2172,Crayon Shin-chan Manga 15: Arashi wo Yobu Utau Ketsu dake Bakudan!,"Comedy, Ecchi, Kids, School",Manga,7.05,1051
502,Dragon Ball Manga 1: Shen Long no Densetsu,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Manga,7.05,30279
1400,Macross 7 Manga: Ginga ga Ore wo Yondeiru!,"Action, Adventure, Comedy, Drama, Mecha, Music, Sci-Fi, Shounen",Manga,7.05,5270
31231,Pokemon the Manga XY&amp;Z: Volcanion to Karakuri no Magiana,"Adventure, Fantasy, Kids",Manga,7.05,3572
1119,Pokemon: Celebi Toki wo Koeta Deai,"Adventure, Comedy, Drama, Fantasy, Kids",Manga,7.05,58359
1256,Saint Seiya: Jashin Eris,"Adventure, Sci-Fi, Shounen",Manga,7.05,10277
2006,Yu☆Gi☆Oh! (1999),"Adventure, Comedy, Fantasy, Game, Shounen",Manga,7.05,26934
27653,Crayon Shin-chan Manga 23: Ora no Hikkoshi Monogatari - Saboten Daisuugeki,"Comedy, Kids, Shounen",Manga,7.04,478
1951,Manie-Manie: Meikyuu Monogatari,"Adventure, Fantasy, Horror, Sci-Fi, Supernatural",Manga,7.04,9568
16678,Pokemon: Pikachu to Eevee Friends,"Adventure, Comedy, Fantasy, Kids",Manga,7.04,3849
32160,Precure All Stars Manga: Minna de Utau♪ - Kiseki no Mahou,"Action, Comedy, Fantasy, Magic, Music, Shoujo",Manga,7.04,699
28625,Shisha no Teikoku,"Historical, Psychological, Sci-Fi",Manga,7.04,31182
2625,The☆Doraemons: The Mysterious Thief Dorapan The Mysterious Cartel,"Comedy, Fantasy, Kids, Sci-Fi, Shounen",Manga,7.04,621
711,Uchuu Senkan Yamato (Manga),"Drama, Military, Sci-Fi, Space",Manga,7.04,2154
2746,Vexille: 2077 Nihon Sakoku,"Action, Military, Sci-Fi",Manga,7.04,14754
31763,Accel World: Infinite∞Burst,"Action, Game, Romance, School, Sci-Fi",Manga,7.03,21916
891,Dragon Ball Manga 2: Majinjou no Nemuri Hime,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen, Super Power",Manga,7.03,27194
12035,Dwaejiui Wang,"Drama, Psychological, Seinen, Thriller",Manga,7.03,2697
1032,Kumo no You ni Kaze no You ni,"Adventure, Drama, Historical, Romance",Manga,7.03,3536
1549,1000-nen Joou: Queen Millennia,"Adventure, Drama, Fantasy, Sci-Fi",Manga,7.02,2078
2118,Captain Tsubasa: Europe Daikessen,"Action, Shounen, Sports",Manga,7.02,2819
10116,Crayon Shin-chan Manga 19: Arashi wo Yobu Ougon no Spy Daisakusen,Comedy,Manga,7.02,795
3031,Digimon Frontier: Ornismon Fukkatsu!!,"Adventure, Comedy, Drama, Fantasy, Shounen",Manga,7.02,11973
1192,Kakurenbo,"Horror, Psychological, Supernatural",Manga,7.02,22853
2201,Pokemon Advanced Generation: Pokemon Ranger to Umi no Ouji Manaphy,"Action, Adventure, Drama, Fantasy, Kids",Manga,7.02,34055
212,Project A-Ko,"Action, Adventure, Comedy, Mecha, Sci-Fi, Super Power",Manga,7.02,7846
2715,Totsuzen! Neko no Kuni Banipal Witt,Adventure,Manga,7.02,1138
492,Armitage III: Dual-Matrix,"Action, Adventure, Mecha, Sci-Fi",Manga,7.01,11524
405,Blood: The Last Vampire,"Horror, Supernatural, Vampire",Manga,7.01,67778
2055,Coo: Tooi Umi kara Kita Coo,"Adventure, Drama, Mystery, Slice of Life",Manga,7.01,850
2722,Crusher Joe: The Manga,"Action, Adventure, Sci-Fi, Space",Manga,7.01,2018
5136,Flag Director&#039;s Edition: Issenman no Kufura no Kiroku,Action,Manga,7.01,987
2029,Sirius no Densetsu,"Drama, Fantasy, Romance",Manga,7.01,2007
2493,Touch 3: Kimi ga Toorisugita Ato ni - Don&#039;t Pass Me By,"Drama, School, Sports",Manga,7.01,1032
9547,Alps no Shoujo Heidi (1979),"Drama, Historical, Slice of Life",Manga,7,1480
2121,Captain Tsubasa: Sekai Daikessen!! Jr. World Cup,"Action, Shounen, Sports",Manga,7,2334
9154,Kindaichi Shounen no Jikenbo: Satsuriku no Deep Blue,"Mystery, Shounen",Manga,7,631
884,Shin Angyo Onshi,"Action, Fantasy",Manga,7,13231
896,Dragon Ball Z Manga 03: Chikyuu Marugoto Choukessen,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Manga,6.99,57840
12163,Ginga Tetsudou 999: Hoshizora wa Time Machine,"Drama, Sci-Fi",Manga,6.99,443
3547,Kochira Katsushikaku Kameari Kouenmae Hashutsujo The Manga 2: UFO Shuurai! Tornado Daisakusen,"Comedy, Police",Manga,6.99,504
20889,Kuro no Sumika: Chronus,Psychological,Manga,6.99,12270
32153,Mahou Shoujo Madoka★Magica: Concept Manga,"Drama, Magic, Psychological, Thriller",Manga,6.99,5452
936,Naruto Manga 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!,"Adventure, Comedy, Drama, Fantasy, Shounen, Supernatural",Manga,6.99,97308
2492,Touch 2: Sayonara no Okurimono,"Drama, Romance, Sports",Manga,6.99,1076
1923,Urusei Yatsura Manga 4: Lum The Forever,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Manga,6.99,2745
10259,Da Yu Hai Tang,"Adventure, Supernatural",Manga,6.98,7639
2646,Dorami &amp; Doraemons: Robot School&#039;s Seven Mysteries,Fantasy,Manga,6.98,569
1930,Futari wa Precure: Max Heart Manga 1,"Comedy, Fantasy, Magic, Shoujo",Manga,6.98,3094
8092,Bakumatsu no Spasibo,Historical,Manga,6.97,647
25907,Glass no Hana to Kowasu Sekai,Sci-Fi,Manga,6.97,17105
24347,Inazuma Eleven: Chou Jigen Dream Match,"Shounen, Sports, Super Power",Manga,6.97,2280
23849,Pokemon XY: Sora no Hahen,"Adventure, Fantasy, Kids",Manga,6.97,2360
882,Yuu☆Yuu☆Hakusho (Manga),"Action, Adventure, Comedy",Manga,6.97,13904
2682,Aoki Densetsu Shoot! (Manga),"Action, Shounen, Sports",Manga,6.96,1259
8361,Crayon Shin-chan Manga 07: Bakuhatsu! Onsen Wakuwaku Daikessen,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Manga,6.96,1148
313,Ace wo Nerae! (1979),"Drama, Romance, School, Shoujo, Sports",Manga,6.95,1564
83,Mobile Suit Gundam: The 08th MS Team - Miller&#039;s Report,"Drama, Mecha, Military, Romance, Sci-Fi",Manga,6.95,8078
2144,Naruto Manga 3: Dai Koufun! Mikazuki Jima no Animaru Panikku Dattebayo!,"Action, Adventure",Manga,6.95,91526
3367,Furusato Japan,Historical,Manga,6.94,1464
2793,Hi no Tori 2772: Ai no CosmoZone,"Adventure, Drama, Fantasy, Sci-Fi",Manga,6.94,1717
9917,Pokemon Best Wishes!: Victini to Kuroki Eiyuu Zekrom,"Adventure, Comedy, Drama, Fantasy, Kids",Manga,6.94,17120
25805,Pokemon the Manga XY: Ring no Choumajin Hoopa,"Adventure, Fantasy, Kids",Manga,6.94,7636
544,Venus Senki,"Action, Adventure, Sci-Fi, Space",Manga,6.94,5204
2289,Akihabara Dennou-gumi: 2011-nen no Natsuyasumi,"Adventure, Comedy, Mecha, Sci-Fi",Manga,6.93,1396
6032,Aquarion Manga: Ippatsu Gyakuten-hen,"Drama, Fantasy, Mecha",Manga,6.93,4357
8368,Crayon Shin-chan Manga 17: Otakebe! Kasukabe Yasei Oukoku,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Manga,6.93,953
17357,Dokidoki! Precure Manga: Mana Kekkon!!? Mirai ni Tsunagu Kibou no Dress,"Fantasy, Kids, Magic, Shoujo",Manga,6.93,1828
2645,Dorami &amp; Doraemons: Space Land&#039;s Critical Event,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",Manga,6.93,457
894,Dragon Ball Z Manga 01: Ora no Gohan wo Kaese!!,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Manga,6.93,57623
4124,Futari wa Precure: Splash☆Star Manga - Tick Tack Kiki Ippatsu!,"Fantasy, Kids, Magic, Shoujo",Manga,6.93,2375
1760,Golgo 13,"Action, Adventure, Drama, Military, Seinen",Manga,6.93,6344
5296,Jigoku Sensei Nube: Kyoufu no Natsu Yasumi! Asashi no Uni no Gensetsu,"Action, Horror, School, Shounen, Supernatural",Manga,6.93,1070
4406,Mazinger Z tai Ankoku Daishougun,"Action, Mecha, Shounen",Manga,6.93,945
2614,Mirai Shounen Conan: Tokubetsu-hen - Kyodaiki Gigant no Fukkatsu,"Adventure, Drama, Sci-Fi",Manga,6.93,753
1121,Pokemon Advanced Generation: Nanayo no Negaiboshi Jirachi,"Adventure, Comedy, Drama, Fantasy, Kids",Manga,6.93,43444
3646,Glass no Usagi,Historical,Manga,6.92,1151
1290,Mobile Police Patlabor: WXIII,"Mecha, Police, Sci-Fi",Manga,6.92,5480
10740,Pokemon Best Wishes!: Victini to Shiroki Eiyuu Reshiram,"Adventure, Comedy, Drama, Fantasy, Kids",Manga,6.92,15377
17113,Crayon Shin-chan Manga 21: Bakauma! B-Kyuu Gourmet Survival Battle!!,"Comedy, Ecchi, Kids, Shounen",Manga,6.91,623
25383,Doraemon Manga 35: Nobita no Space Heroes,"Comedy, Kids, Shounen, Space",Manga,6.91,493
8228,Jigoku Sensei Nube: Gozen 0 toki Nube Shisu,"Adventure, Comedy, Horror, School, Shounen, Supernatural",Manga,6.91,913
2611,Panda Kopanda,"Comedy, Kids",Manga,6.91,4922
10502,Tansu Warashi.,"Comedy, Slice of Life, Supernatural",Manga,6.91,4028
2884,Aachi wa Ssipak,"Action, Comedy",Manga,6.9,5566
2178,Highlander: The Search for Vengeance,"Action, Horror, Sci-Fi",Manga,6.9,9997
219,Kidou Senkan Nadesico: The Prince of Darkness,"Action, Comedy, Drama, Mecha, Psychological, Sci-Fi, Shounen, Space",Manga,6.9,9738
7135,Mahou Sensei Negima! Anime Final,"Adventure, Magic, Supernatural",Manga,6.9,9262
88,Mobile Suit Gundam F91,"Drama, Mecha, Military, Sci-Fi, Space",Manga,6.9,13456
2120,Captain Tsubasa: Asu ni Mukatte Hashire!,"Action, Shounen, Sports",Manga,6.89,2411
895,Dragon Ball Z Manga 02: Kono Yo de Ichiban Tsuyoi Yatsu,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Manga,6.89,53765
29868,Go! Princess Precure Manga: Go! Go!! Gouka 3-bondate!!!,"Fantasy, Kids, Magic, Shoujo",Manga,6.89,1103
12783,Sora no Otoshimono Final: Eternal My Master,"Comedy, Ecchi, Harem, Sci-Fi, Shounen, Supernatural",Manga,6.89,48730
14629,Starship Troopers: Invasion,"Action, Military, Sci-Fi",Manga,6.89,2493
4943,Yousei Florence,"Adventure, Fantasy, Music",Manga,6.89,891
2119,Captain Tsubasa: Ayaushi! Zen Nihon Jr.,"Action, Shounen, Sports",Manga,6.88,2354
8366,Crayon Shin-chan Manga 14: Densetsu wo Yobu Odore! Amigo!,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Manga,6.88,973
7435,Dragon Quest: Dai no Daibouken (1991),"Adventure, Demons, Fantasy, Magic, Shounen",Manga,6.88,816
3326,Inaka Isha,"Dementia, Drama, Historical, Psychological",Manga,6.88,10030
2695,Mobile Suit Gundam 0083: The Fading Light of Zeon,"Action, Adventure, Mecha, Sci-Fi, Space",Manga,6.88,4759
3602,Ginga Tetsudou 999: Eternal Fantasy,"Action, Drama, Sci-Fi, Space",Manga,6.87,1896
9957,Hoshizora no Violin,"Historical, Slice of Life",Manga,6.87,482
2633,The☆Doraemons: Dokidoki Kikansha Daibakusou!,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",Manga,6.87,450
12499,Crayon Shin-chan Manga 20: Arashi wo Yobu! Ora to Uchuu no Princess,"Comedy, Kids, Shounen",Manga,6.86,735
757,Kaze wo Mita Shounen,"Adventure, Drama, Fantasy",Manga,6.86,3551
31930,Koukaku no Pandora: Ghost Urn,"Action, Comedy, Ecchi, Sci-Fi",Manga,6.86,3327
5526,Pokemon: Pikachu no Natsuyasumi,"Comedy, Fantasy, Kids",Manga,6.86,19960
7536,Soukou Kihei Votoms: Pailsen Files the Manga,"Mecha, Military, Sci-Fi, Space",Manga,6.86,915
6162,Tailenders,"Action, Adventure, Cars, Sci-Fi",Manga,6.86,8474
8365,Crayon Shin-chan Manga 13: Densetsu wo Yobu Buriburi 3 Pun Dai Shingeki,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Manga,6.85,1001
378,eX-Driver the Manga,"Action, Adventure, Cars, Comedy, Sci-Fi, Shounen",Manga,6.85,2791
3659,Majime ni Fumajime Kaiketsu Zorori: Nazo no Otakara Daisakusen,"Adventure, Comedy",Manga,6.85,272
10114,Nintama Rantarou Manga: Ninjutsu Gakuen Zenin Shutsudou! no Dan,"Comedy, Shounen",Manga,6.85,297
11635,Sacred Seven: Shirogane no Tsubasa,"Action, School, Sci-Fi, Super Power",Manga,6.85,3940
4031,Sakigake!! Otokojuku Manga,"Action, Comedy, Martial Arts, School, Shounen",Manga,6.85,1060
2811,Soratobu Yuureisen,"Adventure, Drama, Mecha, Sci-Fi",Manga,6.85,2634
3964,Turn A Gundam II Manga: Moonlight Butterfly,"Action, Drama, Mecha, Military, Sci-Fi, Space",Manga,6.85,2396
723,Candy Candy (Manga),"Drama, Shoujo, Slice of Life",Manga,6.84,2110
897,Dragon Ball Z Manga 04: Super Saiyajin da Son Gokuu,"Adventure, Fantasy, Sci-Fi, Shounen",Manga,6.84,51924
13755,Feeling from Mountain and Water,Music,Manga,6.82,437
4306,Mizugumo Monmon,"Fantasy, Kids, Romance",Manga,6.84,1257
7329,Tottoko Hamtarou Manga 1: Ham-Ham Land Daibouken,"Adventure, Comedy, Kids",Manga,6.84,1472
14853,Tsukumo,"Historical, Supernatural",Manga,6.84,3772
2334,Anime Sanjuushi: Aramis no Bouken,"Adventure, Historical, Romance",Manga,6.83,705
6527,Fresh Precure! Manga: Omocha no Kuni wa Himitsu ga Ippai!?,"Action, Comedy, Fantasy, Magic, Shoujo",Manga,6.83,2058
3720,Jack to Mame no Ki,"Fantasy, Kids",Manga,6.83,640
9773,Lady Lady!! (1988),"Drama, Shoujo",Manga,6.83,587
2511,Sengoku Majin Goushougun: Toki no Etranger,"Action, Sci-Fi",Manga,6.83,1027
10074,Toriko 3D: Kaimaku Gourmet Adventure!!,"Action, Adventure, Comedy, Shounen",Manga,6.83,4204
9858,Bakusou Kyoudai Let&#039;s &amp; Go!! WGP Bousou Mini Yonku Daitsuiseki,"Adventure, Cars, Shounen, Sports",Manga,6.82,360
6855,Da Nao Tiangong,Adventure,Manga,6.82,342
8208,Jigoku Sensei Nube (Manga),"Adventure, Comedy, Horror, School, Shounen, Supernatural",Manga,6.82,1120
1433,Lupin III: Babylon no Ougon Densetsu,"Action, Adventure, Comedy, Shounen",Manga,6.82,3251
33741,Mobile Police Patlabor Reboot,"Comedy, Mecha, Police, Sci-Fi",Manga,6.82,2303
13173,Puka Puka Juju,"Fantasy, Slice of Life",Manga,6.82,3621
3069,Yamato yo Towa ni,"Action, Adventure, Drama, Military, Sci-Fi, Space",Manga,6.82,1148
1497,Aru Machi Kado no Monogatari,"Drama, Music, Romance",Manga,6.81,1724
2802,Candy Candy: Candy no Natsu Yasumi,"Drama, Shoujo, Slice of Life",Manga,6.81,1046
4201,Chocchan Monogatari,"Drama, Historical, Slice of Life",Manga,6.81,475
21707,Pretty Rhythm Manga: All Star Selection - Prism Show☆Best Ten,"Music, Shoujo, Sports",Manga,6.81,777
25857,PriPara Manga: Mi~nna Atsumare! Prism☆Tours,"Music, Shoujo",Manga,6.81,803
420,Spriggan,"Adventure, Military, Sci-Fi, Shounen",Manga,6.81,13256
12857,Star Driver the Manga,"Action, Mecha, Romance, Shounen",Manga,6.81,7865
10702,Tekken: Blood Vengeance,"Action, Fantasy, Martial Arts, Sci-Fi, Supernatural",Manga,6.81,12816
7330,Tottoko Hamtarou Manga 2: Ham-Ham Hamuuja! Maboroshi no Princess,"Adventure, Comedy, Kids",Manga,6.81,1201
8632,Chuuzumou,Comedy,Manga,6.8,988
2653,Doraemon: Ganbare! Gian!!,"Adventure, Comedy, Fantasy, Kids, Shounen",Manga,6.8,524
1317,Eyeshield 21: Maboroshi no Golden Bowl,"Shounen, Sports",Manga,6.8,5611
2831,Ie Naki Ko (Manga),"Adventure, Drama, Slice of Life",Manga,6.8,469
1204,Kujira no Chouyaku,"Drama, Fantasy, Kids",Manga,6.8,4670
12663,Patalliro! Stardust Keikaku,"Adventure, Comedy, Romance, Shoujo, Shounen Ai",Manga,6.8,373
2628,"The☆Doraemons: Strange, Sweets, Strange?",Fantasy,Manga,6.8,432
6670,8-gatsu no Symphony: Shibuya 2002-2003,Music,Manga,6.79,789
12745,Bari Bari Densetsu (1987),"Action, Drama, Shounen, Sports",Manga,6.79,610
5936,Hashire! Shiroi Ookami,Drama,Manga,6.79,485
12279,Kinnikuman II Sei: Muscle Ninjin Soudatsu sen! Choujin Daisensou,"Action, Comedy, Drama, Martial Arts, Romance, Samurai",Manga,6.79,461
29855,Meiji Tokyo Renka Manga: Yumihari no Serenade,"Fantasy, Harem, Romance, Shoujo",Manga,6.79,5745
4793,Pokemon: Pichu to Pikachu,"Adventure, Comedy, Fantasy, Kids",Manga,6.79,22352
20543,Bayonetta: Bloody Fate,"Action, Demons, Fantasy, Super Power",Manga,6.78,19994
1752,Di Gi Charat: Hoshi no Tabi,Comedy,Manga,6.78,1973
2042,Five Star Stories,"Action, Drama, Fantasy, Mecha, Sci-Fi",Manga,6.78,5343
17679,Gambo,"Demons, Historical",Manga,6.78,4232
6653,Ginga Tetsudou 999: Glass no Clair,"Drama, Sci-Fi, Space",Manga,6.78,1134
3037,GS Mikami: Gokuraku Daisakusen!!,"Comedy, Fantasy",Manga,6.78,1228
17573,Planetarium Uchuu Kyoudai: Itten no Hikari,"Comedy, Sci-Fi, Seinen, Slice of Life",Manga,6.79,2800
2033,Tamala 2010: A Punk Cat in Space,"Comedy, Dementia, Psychological, Sci-Fi",Manga,6.78,3343
8367,Crayon Shin-chan Manga 16: Chou Arashi wo Yobu Kinpoko no Yuusha,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Manga,6.77,878
2650,"Doraemon Manga: Boku, Momotarou no Nanna no Sa","Adventure, Fantasy, Kids, Sci-Fi, Shounen",Manga,6.77,591
7436,Dragon Quest: Dai no Daibouken Tachiagare!! Aban no Shito,"Action, Adventure, Fantasy, Magic, Shounen",Manga,6.77,733
3481,Grendizer: Getter Robo G - Great Mazinger Kessen! Daikaijuu,"Action, Mecha, Sci-Fi, Shounen",Manga,6.77,1179
16756,Kuiba: Zhi Shiwanhuoji,"Action, Adventure, Fantasy, Kids",Manga,6.77,487
8245,Metal Fight Beyblade vs. Taiyou: Shakunetsu no Shinryakusha Sol Blaze,"Adventure, Comedy, Sports",Manga,6.77,1779
10005,Tetsujin 28-gou: Hakuchuu no Zangetsu,"Action, Adventure, Mecha, Sci-Fi",Manga,6.77,404
11755,009 Re:Cyborg,"Action, Adventure, Mecha, Sci-Fi",Manga,6.76,8307
8783,Nezha Nao Hai,Kids,Manga,6.76,255
17233,The House,"Drama, Fantasy, Kids",Manga,6.76,242
315,Xiao Qian,"Action, Drama, Fantasy, Romance",Manga,6.76,1823
8950,Akage no Anne: Green Gables e no Michi,"Adventure, Historical, Shoujo, Slice of Life",Manga,6.75,1218
504,Fatal Fury: The Motion Picture,"Action, Adventure, Drama, Martial Arts, Romance, Shounen",Manga,6.75,7101
7285,Ginga Tetsudou 999: Diamond Ring no Kanata e,"Adventure, Drama, Sci-Fi",Manga,6.75,745
21569,Pokemon XY: Hakai no Mayu to Diancie,"Adventure, Fantasy, Kids",Manga,6.75,9290
11073,Pokemon: Ash&#039;s Journey,"Fantasy, Kids",Manga,6.75,4578
3866,Kuro ga Ita Natsu,"Drama, Historical",Manga,6.74,344
10689,Appleseed XIII Remix Manga 1: Yuigon,"Action, Mecha, Military, Police, Sci-Fi",Manga,6.74,2478
17493,Ashita Genki ni Nare!: Hanbun no Satsumaimo,Drama,Manga,6.74,365
8546,Dr. Slump Manga 02: &quot;Hoyoyo!&quot; Uchuu Daibouken,"Comedy, Sci-Fi, Shounen",Manga,6.73,596
7477,Fusha no Sha,"Adventure, Historical, Martial Arts, Samurai, Supernatural",Manga,6.73,453
6728,Helen Keller Monogatari: Ai to Hikari no Tenshi,Drama,Manga,6.73,285
9495,Inochi no Chikyuu: Dioxin no Natsu,Drama,Manga,6.73,335
15347,Meitantei Holmes: Aoi Ruby no Maki / Kaitei no Zaihou no Maki,"Adventure, Comedy, Mystery",Manga,6.73,507
9549,Alps no Shoujo Heidi: Heidi to Clara-hen,"Drama, Historical, Slice of Life",Manga,6.72,717
2606,Digimon Savers the Manga: Kyuukyoku Power! Burst Mode Hatsudou!!,"Action, Adventure, Comedy, Fantasy, Shounen",Manga,6.72,7937
7666,Dr. Slump Manga 01: Arale-chan Hello! Fushigi Shima,"Comedy, Sci-Fi, Shounen",Manga,6.72,916
6028,Dr. Slump Manga 04: Arale-chan Hoyoyo! Nanaba Shiro no Hihou,"Comedy, Sci-Fi, Shounen",Manga,6.72,686
7364,Dragon Quest: Dai no Daibouken Buchiyabure!! Shinsei 6 Daishougun,"Action, Adventure, Fantasy, Magic, Shounen",Manga,6.72,736
3488,Genji Monogatari,"Drama, Historical, Romance",Manga,6.72,2773
31344,K: Missing Kings - Manner Manga,Comedy,Manga,6.72,3235
496,Kamui no Ken,"Adventure, Drama, Fantasy, Historical, Shounen",Manga,6.72,2776
7664,Nils no Fushigi na Tabi (Manga),"Adventure, Fantasy, Kids",Manga,6.72,408
5529,Pokemon: Odoru Pokemon Himitsu Kichi,"Comedy, Fantasy, Kids",Manga,6.72,5846
3963,Turn A Gundam I Manga: Earth Light,"Action, Drama, Mecha, Military, Sci-Fi, Space",Manga,6.72,2444
1670,Bakuten Shoot Beyblade the Manga: Gekitou!! Takao vs. Daichi,"Action, Adventure, Comedy, Sci-Fi, Shounen, Sports",Manga,6.71,5334
4795,Pokemon: Pika Pika Hoshizora Camp,"Adventure, Comedy, Fantasy, Kids",Manga,6.71,10143
1130,Windaria,"Action, Drama, Fantasy, Romance, Sci-Fi",Manga,6.71,4905
2060,Gall Force 1: Eternal Story,"Action, Adventure, Mecha, Military, Sci-Fi, Space",Manga,6.7,2780
1978,Onkyo Seimeitai Noiseman,"Action, Fantasy, Sci-Fi",Manga,6.7,5295
13799,Pokemon: Meloetta no Kirakira Recital,"Adventure, Comedy, Fantasy, Kids, Music",Manga,6.7,3937
7839,UFO Robo Grendizer: Akai Yuuhi no Taiketsu,"Mecha, Sci-Fi",Manga,6.7,252
2801,Candy Candy: Haru no Yobigoe,"Drama, Shoujo, Slice of Life",Manga,6.69,967
2211,Jumping,Adventure,Manga,6.69,2341
2456,Mori no Densetsu,"Adventure, Drama, Fantasy, Music",Manga,6.69,1032
4112,Mouse and His Child,Adventure,Manga,6.69,211
979,Street Fighter Zero The Animation,"Action, Drama, Martial Arts, Shounen, Super Power",Manga,6.69,10118
10693,Appleseed XIII Remix Manga 2: Yogen,"Action, Mecha, Military, Police, Sci-Fi",Manga,6.68,2423
7112,Ginga Tetsudou no Yoru: Fantasy Railroad in the Stars,"Drama, Fantasy, Mystery",Manga,6.68,1062
10016,Kizuna Ichigeki,"Comedy, Martial Arts",Manga,6.68,4128
12671,Pokemon Best Wishes! Season 2: Kyurem vs. Seikenshi,"Action, Adventure, Comedy, Drama, Fantasy, Kids",Manga,6.68,14498
4794,Pokemon: Pikachu no Dokidoki Kakurenbo,"Adventure, Comedy, Fantasy, Kids",Manga,6.68,7539
12267,Takara-sagashi,"Adventure, Fantasy, Kids",Manga,6.68,533
8108,Tottoko Hamtarou Manga 3: Ham Ham Grand Prix Aurora Tani no Kiseki - Ribon-chan Kiki Ippatsu!,"Adventure, Comedy, Kids",Manga,6.68,1028
155,X/1999,"Action, Drama, Fantasy, Horror, Magic, Sci-Fi, Supernatural",Manga,6.68,23038
1894,Yu☆Gi☆Oh!: Hikari no Pyramid,"Adventure, Comedy, Fantasy, Game",Manga,6.68,37398
9548,Alps no Shoujo Heidi: Alm no Yama-hen,"Drama, Historical, Slice of Life",Manga,6.67,724
2710,Nintama Rantarou Manga,"Comedy, Shounen",Manga,6.67,258
8598,Yuki,"Adventure, Demons, Fantasy",Manga,6.67,408
2895,Kujiratori,Adventure,Manga,6.66,1572
4640,Maroko,"Comedy, Sci-Fi",Manga,6.66,353
16680,Pokemon Best Wishes! Season 2: Shinsoku no Genosect - Mewtwo Kakusei,"Action, Adventure, Comedy, Fantasy, Kids",Manga,6.65,12517
5535,Tottoi,"Adventure, Drama, Kids, Slice of Life",Manga,6.66,280
4387,UFO Robo Grendizer tai Great Mazinger,"Mecha, Sci-Fi",Manga,6.66,923
1370,Atama Yama,"Comedy, Dementia, Fantasy",Manga,6.65,4541
9558,Cheung gong chat hou,Kids,Manga,6.65,215
3522,Choujin Locke,"Action, Sci-Fi, Super Power",Manga,6.65,1250
19271,Gekitou! Crush Gear Turbo: Kaizabaan no Chousen,"Shounen, Sports",Manga,6.65,273
4792,Pokemon: Pikachu Tankentai,"Adventure, Comedy, Fantasy, Kids",Manga,6.65,13702
10687,Saint Seiya: Legend of Sanctuary,"Adventure, Fantasy, Sci-Fi, Shounen",Manga,6.65,10776
4371,Uchuu Senshi Baldios (Manga),"Action, Mecha, Sci-Fi, Space",Manga,6.65,451
20381,Jungle Taitei Manga,"Adventure, Shounen",Manga,6.64,271
31866,Last Exile: Ginyoku no Fam Manga - Over the Wishes,"Action, Adventure, Sci-Fi",Manga,6.64,1948
8487,Onigamiden,"Action, Demons, Supernatural",Manga,6.64,7736
13253,Blossom,Music,Manga,6.63,2825
